Application,Duration
Activity Tracker - Google Chrome,9.08289098739624
index.php - focus_tracker - Visual Studio Code,1.0031354427337646
Activity Tracker - Google Chrome,9.05258846282959
Task Switching,1.0153462886810303
index.php - focus_tracker - Visual Studio Code,11.080239295959473
Activity Tracker - Google Chrome,9.070675373077393
Activity Tracker - Google Chrome,4.0326268672943115
index.php - focus_tracker - Visual Studio Code,2.0164506435394287
● index.php - focus_tracker - Visual Studio Code,1.0044775009155273
index.php - focus_tracker - Visual Studio Code,1.0049586296081543
Activity Tracker - Google Chrome,1.008810043334961
index.php - focus_tracker - Visual Studio Code,3.023871660232544
● index.php - focus_tracker - Visual Studio Code,2.021158456802368
Activity Tracker - Google Chrome,12.116233587265015
Task Switching,1.0011701583862305
index.php - focus_tracker - Visual Studio Code,3.0219168663024902
● index.php - focus_tracker - Visual Studio Code,1.0147488117218018
index.php - focus_tracker - Visual Studio Code,1.0105154514312744
Activity Tracker - Google Chrome,16.1219425201416
index.php - focus_tracker - Visual Studio Code,1.004711627960205
Activity Tracker - Google Chrome,19.15771484375
index.php - focus_tracker - Visual Studio Code,1.0114526748657227
Program Manager,3.0348806381225586
Program Manager,5.0349509716033936
Anori - Google Chrome,1.0082449913024902
Anori new tab - Google Chrome,4.0499267578125
localhost - Google Chrome,1.0156326293945312
System tray overflow window.,2.0129358768463135
PC Manager,3.0292670726776123
Settings,9.069801092147827
PC Manager,1.0100889205932617
Settings,6.047173738479614
Index of / - Google Chrome,1.0204603672027588
Program Manager,7.074819564819336
Anori - Google Chrome,1.0145683288574219
Anori new tab - Google Chrome,2.0216732025146484
app.todoist.com/app/ - Google Chrome,1.0113296508789062
Todoist - Google Chrome,2.0197901725769043
Today – Todoist - Google Chrome,9.06029462814331
Anori new tab - Google Chrome,2.0248196125030518
Gmail - Google Chrome,2.015479803085327
Inbox (8) - egjini17@gmail.com - Gmail - Google Chrome,10.070544958114624
Inbox - egjini17@gmail.com - Gmail - Google Chrome,9.084311723709106
Gmail - Google Chrome,2.0131452083587646
Inbox (5) - enisgjini11@gmail.com - Gmail - Google Chrome,4.035712003707886
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,29.26197600364685
Anori new tab - Google Chrome,5.0521156787872314
play.google.com/store/games?device=windows - Google Chrome,1.0046262741088867
Android Apps on Google Play - Google Chrome,5.042362213134766
google play console - Google Search - Google Chrome,4.035656452178955
Google Play for business | Launch & monetize your apps | Google Play Console - Google Chrome,1.004760503768921
Inbox - enisgjini926@gmail.com - Gmail - Google Chrome,2.0307729244232178
Inbox (1) - egjini@bareshamusic.com - Baresha Network Mail - Google Chrome,3.018662929534912
Baresha Network Mail - Google Chrome,3.0277109146118164
Inbox (6) - gjinienis148@gmail.com - Gmail - Google Chrome,1.012599229812622
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,3.0263772010803223
Inbox (4) - enisgjini11@gmail.com - Gmail - Google Chrome,5.0333356857299805
Inbox - enisgjini11@gmail.com - Gmail - Google Chrome,1.0025529861450195
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,11.075683355331421
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,17.11224389076233
Google Play for business | Launch & monetize your apps | Google Play Console - Google Chrome,2.0225377082824707
Untitled - Google Chrome,1.0041024684906006
WhatsApp,2.0177645683288574
Play Console - Google Chrome,4.048756122589111
Home - Google Chrome,4.037437438964844
Order management - Google Chrome,4.024799823760986
Home - Google Chrome,2.0319442749023438
Dashboard | BareshaNetwork - Client - Google Chrome,3.0121285915374756
Publishing overview | BareshaNetwork - Client - Google Chrome,3.0247387886047363
Developer account - Google Chrome,2.024346351623535
Inbox - enisgjini926@gmail.com - Gmail - Google Chrome,2.0093085765838623
Baresha Network Mail - Google Chrome,1.0116302967071533
Inbox (6) - gjinienis148@gmail.com - Gmail - Google Chrome,2.0204944610595703
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,11.080076932907104
WhatsApp,22.227384090423584
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,4.059307336807251
Untitled - Google Chrome,1.0007658004760742
Gmail - Re: [6-5115000035251] Your message about Google Play - Google Chrome,15.124524593353271
Save Print Output As,9.07856011390686
Gmail - Re: [6-5115000035251] Your message about Google Play - Google Chrome,4.037672519683838
WhatsApp,3.0348286628723145
Open,10.119890213012695
WhatsApp,4.066055536270142
index.php - focus_tracker - Visual Studio Code,4.0373852252960205
Gmail - Re: [6-5115000035251] Your message about Google Play - Google Chrome,3.0283660888671875
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,22.146655797958374
WhatsApp,1.0169060230255127
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,11.064435482025146
Developer account - Google Chrome,1.0171163082122803
Google Play for business | Launch & monetize your apps | Google Play Console - Google Chrome,1.007300853729248
Developer account - Google Chrome,3.031630516052246
Google Play for business | Launch & monetize your apps | Google Play Console - Google Chrome,1.0018093585968018
Re: [6-5115000035251] Your message about Google Play - enisgjini11@gmail.com - Gmail - Google Chrome,1.0041608810424805
Developer account - Google Chrome,1.0023987293243408
WhatsApp,7.0471765995025635
Developer account - Google Chrome,1.0214393138885498
Today – Todoist - Google Chrome,5.023224115371704
Inbox - egjini17@gmail.com - Gmail - Google Chrome,10.074383020401001
Inbox - enisgjini11@gmail.com - Gmail - Google Chrome,2.0213215351104736
Inbox (6) - gjinienis148@gmail.com - Gmail - Google Chrome,4.037596225738525
Inbox - gjinienis148@gmail.com - Gmail - Google Chrome,1.0026566982269287
Inbox (1) - egjini@bareshamusic.com - Baresha Network Mail - Google Chrome,2.0064327716827393
If You Could Use Miro for Just One Thing ... - egjini@bareshamusic.com - Baresha Network Mail - Google Chrome,1.0090665817260742
Inbox - egjini@bareshamusic.com - Baresha Network Mail - Google Chrome,1.0038204193115234
Inbox - enisgjini926@gmail.com - Gmail - Google Chrome,1.0073339939117432
Developer account - Google Chrome,1.2600860595703125
Inbox - enisgjini926@gmail.com - Gmail - Google Chrome,1.0154893398284912
Inbox - egjini17@gmail.com - Gmail - Google Chrome,2.0173938274383545
Inbox - enisgjini926@gmail.com - Gmail - Google Chrome,1.013974666595459
Developer account - Google Chrome,1.0129520893096924
Inbox - egjini17@gmail.com - Gmail - Google Chrome,1.3023946285247803
Developer account - Google Chrome,1.0048425197601318
Inbox - egjini17@gmail.com - Gmail - Google Chrome,1.0082948207855225
Inbox - gjinienis148@gmail.com - Gmail - Google Chrome,1.0135877132415771
Developer account - Google Chrome,1.0042693614959717
Today – Todoist - Google Chrome,3.0066978931427
Inbox – Todoist - Google Chrome,1.0142335891723633
Upcoming – Todoist - Google Chrome,4.034059286117554
Detyrat ditore ✅ – Todoist - Google Chrome,209.77112674713135
WhatsApp,30.20019769668579
Task Switching,1.0143060684204102
Detyrat ditore ✅ – Todoist - Google Chrome,72.66438841819763
WhatsApp,25.156696796417236
Detyrat ditore ✅ – Todoist - Google Chrome,8.072904109954834
Baresha Network – Todoist - Google Chrome,3.0063445568084717
Inqizimi i qendrrimit dy orësh ne panel – Todoist - Google Chrome,4.025294780731201
Inqizimi i qendrimit dy orësh ne panel – Todoist - Google Chrome,1.0012388229370117
Anori - Google Chrome,1.0095102787017822
Anori new tab - Google Chrome,3.016608476638794
localhost - Google Chrome,1.0155975818634033
Index of / - Google Chrome,148.21891403198242
twitter.com/home - Google Chrome,2.0056467056274414
Home / X - Google Chrome,30.260370016098022
(1) Home / X - Google Chrome,984.835643529892
Index of / - Google Chrome,3.0327064990997314
localhost/focus_tracker/ - Google Chrome,1.0148756504058838
Activity Tracker - Google Chrome,20.123281955718994
index.php - focus_tracker - Visual Studio Code,1.0029804706573486
Anori new tab - Google Chrome,1.0141241550445557
chat.openai.com/c/85eb6d4a-5f7c-4491-a02d-fcc5e02036b5 - Google Chrome,1.0030086040496826
Activity Tracker - Google Chrome,1.0061109066009521
chat.openai.com - Google Chrome,1.0283286571502686
ChatGPT - Google Chrome,2.013746500015259
(1) Home / X - Google Chrome,1.005100965499878
(1) Notifications / X - Google Chrome,1.0164999961853027
Notifications / X - Google Chrome,1.02919340133667
Posts / X - Google Chrome,5.041376352310181
ChatGPT - Google Chrome,1.0046892166137695
Photos,27.249014139175415
Windows Mobility Center,4.040877819061279
Photos,20.23676061630249
ChatGPT - Google Chrome,2.03288197517395
New chat - Google Chrome,1.0239200592041016
ChatGPT - Google Chrome,1.0236430168151855
Chart Apex Implementation - Google Chrome,4.037199974060059
index.php - focus_tracker - Visual Studio Code,9.217199325561523
Chart Apex Implementation - Google Chrome,11.163954973220825
Baresha Network – Todoist - Google Chrome,2.01758074760437
Anori - Google Chrome,1.0175957679748535
localhost - Google Chrome,1.0247068405151367
Baresha Network – Todoist - Google Chrome,1.012486457824707
localhost - Google Chrome,1.0158841609954834
Index of / - Google Chrome,3.0367095470428467
Baresha Panel - Google Login - Google Chrome,5.054115056991577
accounts.google.com/o/oauth2/auth?response_type=code&access_type=online&client_id=650026602310-8g611qsm0a5ftolpd5flgq0nncm6be2p.apps.googleusercontent.com&redirect_uri=http%3A%2F%2Flocalhost%2FBareshaNetwork_v3.2%2Fkycu_1.php&state&scope=email profile&approval_prompt=auto - Google Chrome,1.013641357421875
Sign in - Google Accounts - Google Chrome,10.099772691726685
localhost/BareshaNetwork_v3.2/index.php - Google Chrome,2.020672082901001
BareshaNetwork - 2023 - Google Chrome,17.198450803756714
localhost/BareshaNetwork_v3.2/print_invoice.php?id=24112023103056 - Google Chrome,2.021967887878418
Fatura - 24112023103056 - Google Chrome,2.0293259620666504
Chart Apex Implementation - Google Chrome,23.227207899093628
Task Switching,1.0196690559387207
index.php - focus_tracker - Visual Studio Code,2.0226151943206787
● index.php - focus_tracker - Visual Studio Code,4.0497565269470215
index.php - focus_tracker - Visual Studio Code,4.049430847167969
● index.php - focus_tracker - Visual Studio Code,1.044064998626709
BareshaNetwork - 2023 - Google Chrome,2.01546049118042
Anori - Google Chrome,1.0213031768798828
localhost - Google Chrome,1.012895107269287
BareshaNetwork - 2023 - Google Chrome,3.0391786098480225
Index of / - Google Chrome,2.019864082336426
Activity Tracker - Google Chrome,16.166203260421753
Task Switching,1.008331060409546
Chart Apex Implementation - Google Chrome,23.224055767059326
Activity Tracker - Google Chrome,1.0146074295043945
Anori - Google Chrome,1.017151117324829
Anori new tab - Google Chrome,3.01293683052063
google.com/search?q=shadcn+ui&oq=shadcn+&gs_lcrp=EgZjaHJvbWUqEggCEAAYQxiDARixAxiABBiKBTIGCAAQRRg5MgwIARAAGEMYgAQYigUyEggCEAAYQxiDARixAxiABBiKBTIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDMzOTJqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8 - Google Chrome,2.0306131839752197
shadcn ui - Google Search - Google Chrome,3.0338969230651855
ui.shadcn.com - Google Chrome,1.0066134929656982
shadcn/ui - Google Chrome,8.06067705154419
google.com/search?q=tailwind+ui&oq=tailwind+ui&gs_lcrp=EgZjaHJvbWUyEQgAEEUYORhDGLEDGIAEGIoFMgwIARAAGEMYgAQYigUyDAgCEAAYQxiABBiKBTIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDMyNzdqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8 - Google Chrome,2.032877206802368
tailwind ui - Google Search - Google Chrome,2.0242726802825928
tailwindui.com - Google Chrome,2.023224353790283
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,5.043110132217407
Activity Tracker - Google Chrome,1.0165126323699951
Baresha Network – Todoist - Google Chrome,1.018587589263916
Chart Apex Implementation - Google Chrome,4.016671657562256
Task Switching,1.0035841464996338
index.php - focus_tracker - Visual Studio Code,2.020293951034546
Chart Apex Implementation - Google Chrome,1.008547306060791
Activity Tracker - Google Chrome,21.208984851837158
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,2.0081448554992676
Activity Tracker - Google Chrome,8.06531810760498
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,2.0187602043151855
tailwind ui - Google Search - Google Chrome,4.048470735549927
daisyui.com - Google Chrome,1.007164478302002
daisyUI — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,3.0391480922698975
daisyui.com/components/ - Google Chrome,1.0079076290130615
Components — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,2.017711639404297
Activity Tracker - Google Chrome,6.045865774154663
index.php - focus_tracker - Visual Studio Code,1.0161466598510742
● index.php - focus_tracker - Visual Studio Code,1.1183063983917236
Activity Tracker - Google Chrome,40.4014151096344
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,5.0444910526275635
Components — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,3.044269561767578
Install daisyUI as a Tailwind CSS plugin — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,2.029494524002075
Use daisyUI from CDN — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,9.116073608398438
index.php - focus_tracker - Visual Studio Code,7.043467283248901
● index.php - focus_tracker - Visual Studio Code,1.0172138214111328
Activity Tracker - Google Chrome,10.103893995285034
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,1.006720781326294
Use daisyUI from CDN — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,7.065280914306641
Tailwind Navbar Component — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,14.127035140991211
Task Switching,1.0062322616577148
index.php - focus_tracker - Visual Studio Code,3.0361359119415283
● index.php - focus_tracker - Visual Studio Code,1.0129508972167969
index.php - focus_tracker - Visual Studio Code,1.0130665302276611
Activity Tracker - Google Chrome,9.104116201400757
Tailwind Navbar Component — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,17.235602140426636
Tailwind Code mockup Component — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,2.027791738510132
daisyUI Theme Generator — Tailwind CSS Components ( version 4 update is here ) - Google Chrome,7.067688226699829
google.com/search?q=daisyui+alternative&oq=daisyui+alte&gs_lcrp=EgZjaHJvbWUqCQgBEAAYExiABDIGCAAQRRg5MgkIARAAGBMYgATSAQgyNDAwajBqNKgCALACAA&sourceid=chrome&ie=UTF-8 - Google Chrome,1.004319190979004
daisyui alternative - Google Search - Google Chrome,12.099195957183838
material ui tailwind - Google Search - Google Chrome,2.016920566558838
material-tailwind.com - Google Chrome,1.005274772644043
Material Tailwind - Easy-to-use Tailwind CSS components library with React and Material Design - Google Chrome,4.032177925109863
Untitled - Google Chrome,1.0091233253479004
material-tailwind.com/docs/react/installation - Google Chrome,1.0195045471191406
Get Started with Material Tailwind - React & Tailwind CSS Components Library - Google Chrome,14.124741792678833
Get Started with Material Tailwind - Tailwind CSS Components Library - Google Chrome,18.151962518692017
index.php - focus_tracker - Visual Studio Code,2.018204927444458
● index.php - focus_tracker - Visual Studio Code,4.043580055236816
Get Started with Material Tailwind - Tailwind CSS Components Library - Google Chrome,6.0452775955200195
Task Switching,1.0039238929748535
index.php - focus_tracker - Visual Studio Code,2.019068956375122
● index.php - focus_tracker - Visual Studio Code,1.0169482231140137
Get Started with Material Tailwind - Tailwind CSS Components Library - Google Chrome,1.019540786743164
Activity Tracker - Google Chrome,16.150080919265747
Tailwind UI - Official Tailwind CSS Components & Templates - Google Chrome,1.015782356262207
Get Started with Material Tailwind - Tailwind CSS Components Library - Google Chrome,7.063365936279297
Material Tailwind - Easy-to-use Tailwind CSS components library with React and Material Design - Google Chrome,3.0327842235565186
material-tailwind.com/docs/react/installation - Google Chrome,1.0155510902404785
Get Started with Material Tailwind - React & Tailwind CSS Components Library - Google Chrome,10.097042083740234
Tailwind CSS Navbar for React - Material Tailwind - Google Chrome,9.09126329421997
Tailwind CSS Navbar - Material Tailwind - Google Chrome,32.257503032684326
index.php - focus_tracker - Visual Studio Code,2.0359394550323486
● index.php - focus_tracker - Visual Studio Code,3.027526378631592
Tailwind CSS Navbar - Material Tailwind - Google Chrome,1.0121114253997803
Activity Tracker - Google Chrome,11.100995302200317
Tailwind CSS Navbar - Material Tailwind - Google Chrome,6.046384572982788
index.php - focus_tracker - Visual Studio Code,1.0127875804901123
● index.php - focus_tracker - Visual Studio Code,4.064115285873413
Tailwind CSS Navbar - Material Tailwind - Google Chrome,1.011143445968628
Activity Tracker - Google Chrome,8.062283277511597
Tailwind CSS Navbar - Material Tailwind - Google Chrome,10.081706047058105
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,13.072302341461182
index.php - focus_tracker - Visual Studio Code,3.0384347438812256
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,1.014155626296997
index.php - focus_tracker - Visual Studio Code,1.0219354629516602
● index.php - focus_tracker - Visual Studio Code,5.221597671508789
index.php - focus_tracker - Visual Studio Code,2.020829200744629
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,1.0160677433013916
Activity Tracker - Google Chrome,9.118599891662598
index.php - focus_tracker - Visual Studio Code,1.012404441833496
● index.php - focus_tracker - Visual Studio Code,11.116386651992798
index.php - focus_tracker - Visual Studio Code,1.0106558799743652
Activity Tracker - Google Chrome,10.105242729187012
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,12.128892183303833
index.php - focus_tracker - Visual Studio Code,1.009655475616455
● index.php - focus_tracker - Visual Studio Code,2.029794931411743
index.php - focus_tracker - Visual Studio Code,1.0159072875976562
Task Switching,1.012073278427124
focus - Shortcut - C:\xampp\htdocs\focus_tracker\focus.bat,1.013716697692871
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,1.0132629871368408
Activity Tracker - Google Chrome,7.086145639419556
Task Switching,2.026703357696533
index.php - focus_tracker - Visual Studio Code,3.0269739627838135
● index.php - focus_tracker - Visual Studio Code,8.069932460784912
index.php - focus_tracker - Visual Studio Code,1.0187742710113525
Visual Studio Code,4.05561900138855
index.php - focus_tracker - Visual Studio Code,1.0068624019622803
Welcome - Visual Studio Code,2.0120513439178467
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,28.287518739700317
invoice.php - BareshaNetwork_v3.2 - Visual Studio Code,5.082671880722046
index.php - focus_tracker - Visual Studio Code,3.0272741317749023
● index.php - focus_tracker - Visual Studio Code,1.0142505168914795
index.php - focus_tracker - Visual Studio Code,2.024722099304199
● index.php - focus_tracker - Visual Studio Code,2.0401792526245117
invoice.php - BareshaNetwork_v3.2 - Visual Studio Code,1.015235185623169
Task Switching,1.0073926448822021
Activity Tracker - Google Chrome,6.082569360733032
invoice.php - BareshaNetwork_v3.2 - Visual Studio Code,8.093214511871338
Activity Tracker - Google Chrome,1.0064268112182617
index.php - focus_tracker - Visual Studio Code,13.103119134902954
● index.php - focus_tracker - Visual Studio Code,6.074369668960571
index.php - focus_tracker - Visual Studio Code,1.014237880706787
Activity Tracker - Google Chrome,16.15336537361145
shadcn ui - Google Search - Google Chrome,1.0041375160217285
material ui tailwind - Google Search - Google Chrome,2.0198731422424316
Tailwind CSS Table Examples - Material Tailwind - Google Chrome,1.0083222389221191
Activity Tracker - Google Chrome,7.076894521713257
Task Switching,1.0080502033233643
index.php - focus_tracker - Visual Studio Code,8.091105222702026
Activity Tracker - Google Chrome,1.0026040077209473
Chart Apex Implementation - Google Chrome,73.75815296173096
index.php - focus_tracker - Visual Studio Code,4.040964841842651
Chart Apex Implementation - Google Chrome,51.46017932891846
Task Switching,1.0130858421325684
● index.php - focus_tracker - Visual Studio Code,1.0243356227874756
